post_id,verdict,veracity,veracity_group,ai_generated,boost_count,author_id,author_followers,author_out_degree,ic_spread_1step
4719,vero,0,vero,True,0,4630,6240,218,22.2069
4852,vero,0,vero,True,0,4635,1223,185,18.3608
59020,misto,2,misto,True,0,58867,723,24,1.7048
22814,misto,2,misto,True,1,22685,3532,426,36.6583
4956,vero,0,vero,True,0,4956,29,0,0.0
4952,vero,0,vero,True,0,4646,10382,1317,195.9112
258564,misto,2,misto,True,0,457,2763,166,18.6538
4934,vero,0,vero,True,0,4647,10193,175,9.5793
1506,vero,0,vero,True,5,979,10382,1317,195.9112
96968,vero,0,vero,True,1,96777,2419,70,11.8515
96973,vero,0,vero,True,1,96777,2419,70,11.8515
12448,misto,2,misto,True,0,253,14757,337,21.6166
5343,vero,0,vero,True,0,5343,2,2,0.5193
96807,vero,0,vero,True,0,96807,22717,12,0.7103
97096,vero,0,vero,True,1,96777,2419,70,11.8515
64297,vero,0,vero,True,0,64276,18,19,2.2664
59034,vero,0,vero,True,0,59018,136,7,0.3828
62296,vero,0,vero,True,0,61420,1699,76,7.7776
97629,vero,0,vero,True,0,97509,3901,222,23.9909
97458,falso,4,falso,True,0,97458,322,13,0.8232
97631,misto,2,misto,True,1,97509,3901,222,23.9909
97767,misto,2,misto,True,0,97665,615,123,12.0745
62450,vero,0,vero,True,0,62228,983,37,3.8406
98544,misto,2,misto,True,2,97500,13405,267,19.1777
99991,falso,4,falso,True,1,96890,137,24,4.3731
98663,misto,2,misto,True,0,97500,13405,267,19.1777
62546,vero,0,vero,True,0,61359,156,25,3.976
99456,vero,0,vero,True,1,96890,137,24,4.3731
99554,vero,0,vero,True,1,96890,137,24,4.3731
13761,vero,0,vero,True,0,12828,13297,220,18.8274
212175,vero,0,vero,True,9,210045,184496,1164,87.0073
100869,vero,0,vero,True,1,100869,430,27,2.2203
218734,misto,2,misto,True,1,216738,8435,437,43.8333
1111762,vero,0,vero,True,0,215066,10382,1317,195.9112
101371,vero,0,vero,True,0,97033,13297,220,18.8274
101350,misto,2,misto,True,0,97500,13405,267,19.1777
101845,vero,0,vero,True,0,97500,13405,267,19.1777
187531,vero,0,vero,True,10,177570,2025,176,13.8229
7477,perlopiù vero,1,vero,True,0,6500,205,17,1.8618
8053,vero,0,vero,True,0,6607,569,99,6.4931
7793,vero,0,vero,True,0,6315,534,22,4.3965
8372,vero,0,vero,True,0,6315,534,22,4.3965
7835,falso,4,falso,True,0,7621,269,7,0.4607
8267,vero,0,vero,True,0,6340,112,55,10.6815
8489,vero,0,vero,False,0,6315,534,22,4.3965
8217,vero,0,vero,True,0,6315,534,22,4.3965
8425,vero,0,vero,False,0,6315,534,22,4.3965
9104,vero,0,vero,True,0,6382,137,24,4.3731
8143,vero,0,vero,True,0,6315,534,22,4.3965
10965,vero,0,vero,True,0,6930,468,21,2.0097
10108,vero,0,vero,True,0,6315,534,22,4.3965
10098,vero,0,vero,True,0,6500,205,17,1.8618
10515,vero,0,vero,True,0,6500,205,17,1.8618
10603,vero,0,vero,True,0,6500,205,17,1.8618
10276,vero,0,vero,True,0,6315,534,22,4.3965
11091,vero,0,vero,True,0,6401,57,30,4.2413
10897,vero,0,vero,True,0,6315,534,22,4.3965
10328,vero,0,vero,True,0,6315,534,22,4.3965
10291,misto,2,misto,True,0,6315,534,22,4.3965
11247,vero,0,vero,True,0,6323,1813,65,8.6194
10615,vero,0,vero,True,0,6315,534,22,4.3965
19673,vero,0,vero,True,1,19590,6092,358,30.0588
11749,vero,0,vero,True,0,11749,719,56,5.4163
11408,vero,0,vero,True,0,11365,5834,38,1.535
76174,misto,2,misto,True,0,74201,3532,426,36.6583
231399,misto,2,misto,True,0,177609,8005,540,47.7898
58216,vero,0,vero,True,0,1560,1820,92,6.6089
59275,vero,0,vero,True,0,1560,1820,92,6.6089
21447,vero,0,vero,True,0,21282,348,125,14.8119
21309,vero,0,vero,True,0,21282,348,125,14.8119
59256,vero,0,vero,True,0,59018,136,7,0.3828
14176,vero,0,vero,True,1,13982,2256,384,38.7242
21396,misto,2,misto,True,0,21396,93,32,3.5408
219014,vero,0,vero,True,0,208948,72,23,3.8782
19734,vero,0,vero,True,0,19559,3536,248,28.9722
59381,vero,0,vero,True,0,1560,1820,92,6.6089
20524,vero,0,vero,True,2,19644,13405,267,19.1777
296806,vero,0,vero,True,1,17858,2234,230,19.8753
6227,vero,0,vero,True,1,5367,10382,1317,195.9112
108575,misto,2,misto,True,0,108531,19944,799,51.5095
23065,vero,0,vero,True,2,22494,93,75,7.6056
23171,vero,0,vero,True,1,22494,93,75,7.6056
23170,misto,2,misto,True,1,22494,93,75,7.6056
14013,vero,0,vero,True,0,13835,3536,248,28.9722
21678,vero,0,vero,True,0,21600,4847,63,3.4226
76236,misto,2,misto,True,0,76236,534,22,4.3965
21581,falso,4,falso,True,0,21581,146,24,2.6409
20621,misto,2,misto,True,0,19644,13405,267,19.1777
21220,perlopiù vero,1,vero,True,1,21218,46,3,0.2168
21646,vero,0,vero,True,0,21399,2,0,0.0
20988,vero,0,vero,True,0,19590,6092,358,30.0588
23580,vero,0,vero,True,0,23562,7091,806,103.7672
86568,vero,0,vero,True,1,86419,9408,1305,198.1455
23205,perlopiù vero,1,vero,True,1,22494,93,75,7.6056
111509,vero,0,vero,True,0,108531,19944,799,51.5095
111502,vero,0,vero,True,0,111494,1925,91,19.3455
213731,misto,2,misto,True,1,213684,169,47,4.1713
297115,misto,2,misto,True,0,215066,10382,1317,195.9112
15017,misto,2,misto,True,0,14964,4729,657,56.9572
22457,vero,0,vero,True,0,22457,10193,175,9.5793
24036,misto,2,misto,True,0,23281,180,48,3.3204
187706,misto,2,misto,True,0,177985,2124,98,11.3683
15839,vero,0,vero,True,1,13845,2701,263,33.2529
29283,misto,2,misto,True,1,27509,4,7,0.6492
15486,misto,2,misto,True,2,14362,9408,1305,198.1455
16025,vero,0,vero,True,0,15766,136,2,0.0705
68004,vero,0,vero,True,0,1,2419,70,11.8515
16897,vero,0,vero,True,1,14066,2353,297,34.958
438927,misto,2,misto,True,0,90842,1632,139,18.4817
17932,vero,0,vero,True,1,14825,752,80,6.0821
17944,vero,0,vero,True,0,14825,752,80,6.0821
296796,misto,2,misto,True,0,17858,2234,230,19.8753
18105,vero,0,vero,True,1,14825,752,80,6.0821
194068,perlopiù vero,1,vero,True,1,193765,1539,749,76.3445
212395,vero,0,vero,True,0,209922,89,22,4.0979
211337,vero,0,vero,True,2,208281,89,22,4.0979
68092,vero,0,vero,True,0,1,2419,70,11.8515
19522,vero,0,vero,True,0,19509,108,8,0.38
211349,vero,0,vero,True,0,208250,211,34,4.2889
33414,vero,0,vero,True,0,32672,46,18,2.286
18939,perlopiù vero,1,vero,True,0,18939,192,2,0.1
276691,vero,0,vero,True,0,61391,2971,436,70.1759
19530,vero,0,vero,True,0,19509,108,8,0.38
33447,misto,2,misto,True,0,32672,46,18,2.286
76350,vero,0,vero,True,0,76293,1722,106,12.8205
186325,falso,4,falso,True,0,186325,367,39,4.4326
212408,misto,2,misto,True,0,208583,6240,218,22.2069
212135,vero,0,vero,True,1,210712,872,78,9.1662
297399,misto,2,misto,True,1,18777,814,82,5.8355
209821,vero,0,vero,True,0,208555,219,21,3.9008
76487,vero,0,vero,True,0,76466,2305,53,2.6896
208941,vero,0,vero,True,0,208555,219,21,3.9008
35284,vero,0,vero,True,0,33415,534,22,4.3965
293262,vero,0,vero,True,0,66215,203,13,2.4344
211425,vero,0,vero,True,0,208555,219,21,3.9008
38214,vero,0,vero,True,0,36600,46,18,2.286
38219,vero,0,vero,True,0,36600,46,18,2.286
38256,vero,0,vero,True,0,36600,46,18,2.286
38230,vero,0,vero,True,0,36600,46,18,2.286
181749,vero,0,vero,True,0,181505,170,4,0.5918
76556,vero,0,vero,True,0,76509,819,106,14.4614
76656,vero,0,vero,True,0,76509,819,106,14.4614
181729,vero,0,vero,True,0,181505,170,4,0.5918
191264,vero,0,vero,True,0,191121,2419,70,11.8515
8370,vero,0,vero,True,1,6399,446,26,3.6472
76687,vero,0,vero,True,0,76416,13297,220,18.8274
59685,vero,0,vero,True,1,58499,2701,263,33.2529
59708,vero,0,vero,True,1,59708,94,3,0.1353
63304,vero,0,vero,True,0,61397,1642,152,18.58
63382,vero,0,vero,True,0,63382,566,28,2.0863
59791,vero,0,vero,True,0,2619,1722,106,12.8205
59879,vero,0,vero,True,0,1285,819,106,14.4614
63451,vero,0,vero,True,0,63451,2305,53,2.6896
59737,vero,0,vero,True,0,1544,69,7,0.3353
59931,vero,0,vero,True,0,1560,1820,92,6.6089
60224,falso,4,falso,True,0,376,2419,70,11.8515
60318,vero,0,vero,True,0,2096,4005,552,61.9257
67640,vero,0,vero,True,0,67463,260,5,0.5546
60351,vero,0,vero,True,2,2096,4005,552,61.9257
79642,misto,2,misto,True,0,79642,107,27,2.5816
60249,misto,2,misto,True,2,2284,4437,261,23.6406
89421,vero,0,vero,True,0,88923,7719,288,25.0047
181792,vero,0,vero,True,0,181792,534,22,4.3965
68881,vero,0,vero,True,0,68881,73,1,0.0353
211521,vero,0,vero,True,0,208555,219,21,3.9008
181797,vero,0,vero,True,0,181793,219,21,3.9008
181794,vero,0,vero,True,0,181792,534,22,4.3965
181793,vero,0,vero,True,0,181793,219,21,3.9008
181795,vero,0,vero,True,0,181795,38,13,3.7497
62429,vero,0,vero,True,0,61359,156,25,3.976
64701,vero,0,vero,True,0,61436,1175,51,5.9991
212301,vero,0,vero,True,0,209922,89,22,4.0979
211545,vero,0,vero,True,0,208555,219,21,3.9008
211549,vero,0,vero,True,0,211488,63,5,0.2383
69524,misto,2,misto,True,17,69383,7175,887,90.9787
181829,vero,0,vero,True,0,181792,534,22,4.3965
181826,vero,0,vero,True,0,181505,170,4,0.5918
183135,falso,4,falso,True,0,177539,273,35,5.0548
211568,perlopiù vero,1,vero,True,0,211488,63,5,0.2383
184090,misto,2,misto,True,0,181792,534,22,4.3965
184089,misto,2,misto,True,0,181793,219,21,3.9008
298074,vero,0,vero,True,2,229368,4113,190,11.2532
184245,vero,0,vero,True,0,180927,2,0,0.0
184453,misto,2,misto,True,0,184453,1650,14,0.6149
184458,vero,0,vero,True,0,181109,10382,1317,195.9112
184404,falso,4,falso,True,0,184404,1167,5,0.2205
184289,misto,2,misto,True,0,184222,2124,98,11.3683
185788,misto,2,misto,True,0,177559,1693,113,13.2351
184472,vero,0,vero,True,0,181109,10382,1317,195.9112
184610,vero,0,vero,True,0,180903,2299,180,14.0947
11567,vero,0,vero,True,0,6623,101,29,4.3962
211589,vero,0,vero,True,0,208555,219,21,3.9008
184646,vero,0,vero,True,0,184480,7091,806,103.7672
184628,vero,0,vero,True,0,184222,2124,98,11.3683
184682,vero,0,vero,True,0,184682,1971,5,0.3673
184614,perlopiù vero,1,vero,True,0,184614,0,0,0.0
184885,perlopiù vero,1,vero,True,0,177539,273,35,5.0548
184888,vero,0,vero,True,0,177539,273,35,5.0548
184894,vero,0,vero,True,0,177539,273,35,5.0548
185022,vero,0,vero,True,0,179622,2419,70,11.8515
211594,vero,0,vero,True,0,208746,615,123,12.0745
185000,vero,0,vero,True,0,185000,3138,41,3.6416
184914,vero,0,vero,True,0,179660,2087,109,12.9613
298148,misto,2,misto,True,0,360648,67,10,1.7044
211605,vero,0,vero,True,0,208555,219,21,3.9008
185049,vero,0,vero,True,0,179660,2087,109,12.9613
211619,falso,4,falso,True,0,208555,219,21,3.9008
211599,vero,0,vero,True,0,208555,219,21,3.9008
185249,vero,0,vero,True,0,177656,1935,79,6.9607
181580,vero,0,vero,True,0,181505,170,4,0.5918
185096,vero,0,vero,True,0,179622,2419,70,11.8515
211622,vero,0,vero,True,0,208555,219,21,3.9008
181599,vero,0,vero,True,0,181505,170,4,0.5918
181589,vero,0,vero,True,0,181505,170,4,0.5918
185759,vero,0,vero,True,0,178982,1945,74,7.1703
181719,vero,0,vero,True,0,181505,170,4,0.5918
186061,vero,0,vero,True,0,186061,2515,41,10.6557
186064,vero,0,vero,True,0,180903,2299,180,14.0947
186067,vero,0,vero,True,1,182732,2653,291,26.6816
186177,misto,2,misto,True,0,182623,1223,185,18.3608
186219,vero,0,vero,True,0,182811,1780,55,4.4428
186205,misto,2,misto,True,0,186189,1446,134,15.6118
211636,vero,0,vero,True,0,208555,219,21,3.9008
211637,vero,0,vero,True,0,208555,219,21,3.9008
186403,vero,0,vero,True,0,186079,207,18,1.3837
185443,vero,0,vero,True,0,181657,274,17,1.1133
185023,vero,0,vero,True,0,177674,586,126,16.1121
186497,vero,0,vero,True,0,178982,1945,74,7.1703
186930,vero,0,vero,True,0,185003,1906,114,10.8767
186800,vero,0,vero,True,0,186781,404,9,0.768
187072,vero,0,vero,True,0,187043,7867,149,11.6519
186877,vero,0,vero,True,2,177674,586,126,16.1121
187294,vero,0,vero,True,2,178001,1944,155,11.961
186897,misto,2,misto,True,2,177674,586,126,16.1121
187144,falso,4,falso,True,0,187144,130,121,5.9451
187078,vero,0,vero,True,0,180903,2299,180,14.0947
187074,vero,0,vero,True,0,180903,2299,180,14.0947
187171,vero,0,vero,True,0,180903,2299,180,14.0947
187096,perlopiù falso,3,falso,True,0,180903,2299,180,14.0947
187558,vero,0,vero,True,0,179622,2419,70,11.8515
187298,misto,2,misto,True,0,178001,1944,155,11.961
187555,vero,0,vero,True,0,181824,478,34,3.1062
187459,vero,0,vero,True,0,178001,1944,155,11.961
187552,vero,0,vero,True,0,179552,10382,1317,195.9112
187398,misto,2,misto,True,0,177806,37,17,2.9453
212311,vero,0,vero,True,0,209922,89,22,4.0979
187570,vero,0,vero,True,0,182700,1411,42,2.3682
212312,vero,0,vero,True,0,208555,219,21,3.9008
187953,vero,0,vero,True,0,179668,10193,175,9.5793
187952,misto,2,misto,True,0,179622,2419,70,11.8515
187838,vero,0,vero,True,0,181792,534,22,4.3965
187919,falso,4,falso,True,0,187919,2763,166,18.6538
187927,vero,0,vero,True,0,179622,2419,70,11.8515
227743,vero,0,vero,True,1,227725,10746,110,6.9947
188042,vero,0,vero,True,0,187745,508,10,0.6201
187956,vero,0,vero,True,0,187745,508,10,0.6201
184665,vero,0,vero,True,0,180903,2299,180,14.0947
66283,misto,2,misto,True,0,62993,491,93,4.1949
212315,vero,0,vero,True,0,209922,89,22,4.0979
187907,vero,0,vero,True,0,187745,508,10,0.6201
188102,vero,0,vero,True,0,181792,534,22,4.3965
188048,vero,0,vero,True,0,180992,11971,407,36.2606
188053,misto,2,misto,True,0,180992,11971,407,36.2606
89011,perlopiù vero,1,vero,True,0,88473,1633,126,19.3557
188107,vero,0,vero,True,0,181792,534,22,4.3965
186638,vero,0,vero,True,0,180690,123,23,1.3281
212318,vero,0,vero,True,0,209922,89,22,4.0979
89016,misto,2,misto,True,0,88473,1633,126,19.3557
188500,vero,0,vero,True,0,180909,605,65,9.3502
188967,vero,0,vero,True,0,181657,274,17,1.1133
212317,vero,0,vero,True,0,208555,219,21,3.9008
188488,vero,0,vero,True,0,180903,2299,180,14.0947
189020,vero,0,vero,True,0,186400,1912,58,3.3838
89493,vero,0,vero,True,0,88039,1945,74,7.1703
212321,vero,0,vero,True,0,209922,89,22,4.0979
212322,vero,0,vero,True,0,209922,89,22,4.0979
89662,vero,0,vero,True,0,89662,642,42,3.6905
66294,vero,0,vero,True,6,65846,4138,542,66.4568
209367,vero,0,vero,True,0,208948,72,23,3.8782
209372,vero,0,vero,True,0,208948,72,23,3.8782
211766,vero,0,vero,True,0,208948,72,23,3.8782
214540,vero,0,vero,True,0,208948,72,23,3.8782
211801,vero,0,vero,True,0,208948,72,23,3.8782
190017,misto,2,misto,True,1,189784,219,21,3.9008
190782,vero,0,vero,True,0,190782,1035,69,6.4893
191152,vero,0,vero,True,0,191121,2419,70,11.8515
211790,perlopiù vero,1,vero,True,0,208948,72,23,3.8782
191139,vero,0,vero,True,0,191121,2419,70,11.8515
67423,vero,0,vero,True,1,67423,513,36,4.3225
191223,vero,0,vero,True,0,191121,2419,70,11.8515
191337,vero,0,vero,True,0,191121,2419,70,11.8515
191210,vero,0,vero,True,0,191121,2419,70,11.8515
191368,vero,0,vero,True,0,191121,2419,70,11.8515
211841,vero,0,vero,True,0,208948,72,23,3.8782
211833,vero,0,vero,True,0,208948,72,23,3.8782
191359,vero,0,vero,True,0,191121,2419,70,11.8515
212460,vero,0,vero,True,0,208555,219,21,3.9008
72344,vero,0,vero,True,0,67165,1157,141,10.4006
211859,vero,0,vero,True,3,211858,1056,32,2.0934
211876,vero,0,vero,True,0,208948,72,23,3.8782
930269,misto,2,misto,True,0,207791,2763,166,18.6538
211913,vero,0,vero,True,0,208948,72,23,3.8782
213967,vero,0,vero,True,0,208948,72,23,3.8782
216922,vero,0,vero,True,0,214915,527,21,1.6598
211982,vero,0,vero,True,0,208948,72,23,3.8782
193744,vero,0,vero,True,0,193744,4266,98,9.4426
210653,vero,0,vero,True,0,208555,219,21,3.9008
212068,vero,0,vero,True,0,208555,219,21,3.9008
212270,vero,0,vero,True,0,208555,219,21,3.9008
215564,vero,0,vero,True,1,215066,10382,1317,195.9112
82890,vero,0,vero,True,1,82890,1501,74,6.259
212069,vero,0,vero,True,0,208555,219,21,3.9008
212501,vero,0,vero,True,0,211488,63,5,0.2383
212076,vero,0,vero,True,0,208555,219,21,3.9008
212366,vero,0,vero,True,4,209789,10382,1317,195.9112
195132,vero,0,vero,True,0,195132,4266,98,9.4426
88511,vero,0,vero,True,1,88511,3867,20,0.9477
195637,vero,0,vero,True,0,195572,1460,48,2.1203
70,misto,2,misto,True,2,70,57,101,10.1381
288471,misto,2,misto,True,1,65448,2412,187,27.5965
190659,misto,2,misto,True,0,190431,1539,749,76.3445
563563,misto,2,misto,True,0,65990,22067,285,16.6343
195737,falso,4,falso,True,0,195737,2113,44,7.8771
195709,perlopiù vero,1,vero,True,0,195709,1008,5,0.3266
196081,vero,0,vero,True,1,189784,219,21,3.9008
196073,vero,0,vero,True,1,189767,32,16,3.526
212124,vero,0,vero,True,0,208579,497,83,12.5925
196212,vero,0,vero,True,1,189760,23,16,3.5015
196244,vero,0,vero,True,0,191121,2419,70,11.8515
196392,vero,0,vero,True,0,191121,2419,70,11.8515
196624,vero,0,vero,True,0,190282,478,34,3.1062
69655,vero,0,vero,True,1,69522,4365,124,9.0189
1278364,vero,0,vero,True,0,66435,1192,20,1.3836
315791,falso,4,falso,True,0,387410,3081,36,1.7606
197214,vero,0,vero,True,0,190475,342,9,1.9083
197250,vero,0,vero,True,0,197242,21,0,0.0
211532,vero,0,vero,True,0,208555,219,21,3.9008
592250,misto,2,misto,True,0,184500,2763,166,18.6538
592252,vero,0,vero,True,0,184500,2763,166,18.6538
197483,perlopiù vero,1,vero,True,1,194195,18,19,2.2664
180673,misto,2,misto,True,1,180659,950,174,23.4305
219027,vero,0,vero,True,0,211205,389,32,1.9943
212166,vero,0,vero,True,0,211488,63,5,0.2383
178136,vero,0,vero,True,1,177950,1944,155,11.961
212182,vero,0,vero,True,0,208555,219,21,3.9008
212167,falso,4,falso,True,0,208555,219,21,3.9008
212184,vero,0,vero,True,0,208579,497,83,12.5925
211573,vero,0,vero,True,0,208555,219,21,3.9008
199119,vero,0,vero,True,0,191811,866,100,4.3737
200250,vero,0,vero,True,0,190475,342,9,1.9083
212193,vero,0,vero,True,0,212193,1501,74,6.259
274215,misto,2,misto,True,0,14995,1993,239,32.2557
199123,vero,0,vero,True,0,191900,1337,49,4.1794
70509,vero,0,vero,True,1,68749,205,17,1.8618
200299,vero,0,vero,True,0,200299,2,0,0.0
200352,vero,0,vero,True,0,192199,112,55,10.6815
200828,vero,0,vero,True,0,194904,1699,76,7.7776
212200,vero,0,vero,True,0,208555,219,21,3.9008
200241,vero,0,vero,True,0,200174,89,22,4.0979
212203,vero,0,vero,True,0,208555,219,21,3.9008
212237,vero,0,vero,True,0,208555,219,21,3.9008
212216,vero,0,vero,True,0,208579,497,83,12.5925
212241,vero,0,vero,True,0,208579,497,83,12.5925
7473,vero,0,vero,True,0,7473,773,53,6.9571
201719,misto,2,misto,True,1,190807,171,17,2.576
201044,vero,0,vero,True,0,191130,112,55,10.6815
480271,misto,2,misto,True,0,227507,10382,1317,195.9112
202622,vero,0,vero,True,1,189784,219,21,3.9008
202684,vero,0,vero,True,1,189760,23,16,3.5015
212213,vero,0,vero,True,0,210884,2701,263,33.2529
202868,vero,0,vero,True,0,202868,100,3,0.534
202609,vero,0,vero,True,1,189784,219,21,3.9008
203042,misto,2,misto,True,0,203042,1,0,0.0
212250,vero,0,vero,True,0,208555,219,21,3.9008
63234,vero,0,vero,True,8,61558,184496,1164,87.0073
202871,vero,0,vero,True,0,202712,1460,48,2.1203
204350,vero,0,vero,True,0,191121,2419,70,11.8515
204680,vero,0,vero,True,0,204573,5088,36,1.5411
204387,vero,0,vero,True,0,191121,2419,70,11.8515
213827,vero,0,vero,True,0,209066,1090,31,3.4975
591164,perlopiù vero,1,vero,True,0,184500,2763,166,18.6538
21100,vero,0,vero,True,4,19590,6092,358,30.0588
205092,vero,0,vero,True,1,189784,219,21,3.9008
212285,vero,0,vero,True,0,208555,219,21,3.9008
212283,vero,0,vero,True,0,208579,497,83,12.5925
204383,vero,0,vero,True,0,204300,572,15,0.7948
213236,vero,0,vero,True,0,208555,219,21,3.9008
213521,vero,0,vero,True,0,209371,478,34,3.1062
213528,vero,0,vero,True,0,208948,72,23,3.8782
213329,misto,2,misto,True,0,208555,219,21,3.9008
213574,vero,0,vero,True,6,213547,859,83,16.5802
209492,vero,0,vero,True,0,208948,72,23,3.8782
213607,vero,0,vero,True,0,209016,112,55,10.6815
213623,vero,0,vero,True,0,213582,273,24,1.8399
213223,vero,0,vero,True,0,208555,219,21,3.9008
213820,vero,0,vero,True,0,211795,252,16,1.429
213864,vero,0,vero,True,0,208970,497,83,12.5925
20940,vero,0,vero,True,1,19590,6092,358,30.0588
213810,vero,0,vero,True,0,208970,497,83,12.5925
213843,vero,0,vero,True,0,209238,846,40,3.7599
213884,vero,0,vero,True,4,213497,445,85,8.4919
22156,vero,0,vero,True,0,21247,93,75,7.6056
213806,vero,0,vero,True,0,208948,72,23,3.8782
213921,vero,0,vero,True,0,208970,497,83,12.5925
213924,vero,0,vero,True,0,209238,846,40,3.7599
213964,vero,0,vero,True,0,208970,497,83,12.5925
213990,misto,2,misto,True,0,209061,229,24,3.7548
214067,vero,0,vero,True,0,208972,6240,218,22.2069
214028,vero,0,vero,True,0,208948,72,23,3.8782
214072,vero,0,vero,True,0,208948,72,23,3.8782
214252,vero,0,vero,True,0,214218,4,0,0.0
214073,vero,0,vero,True,0,208948,72,23,3.8782
214070,vero,0,vero,True,0,208948,72,23,3.8782
214122,vero,0,vero,True,0,208948,72,23,3.8782
214118,vero,0,vero,True,0,211083,1820,92,6.6089
214242,vero,0,vero,True,0,211829,140,57,4.2544
214197,perlopiù vero,1,vero,True,0,209066,1090,31,3.4975
214184,vero,0,vero,True,0,209061,229,24,3.7548
214372,vero,0,vero,True,0,208948,72,23,3.8782
214388,vero,0,vero,True,0,214388,515,12,0.622
214226,misto,2,misto,True,0,213947,993,56,3.962
214227,vero,0,vero,True,0,209231,79,8,0.854
214382,vero,0,vero,True,0,211083,1820,92,6.6089
214517,vero,0,vero,True,0,214517,29,1,0.0353
214433,vero,0,vero,True,0,209460,1223,185,18.3608
214430,vero,0,vero,True,0,214390,187,9,1.1442
214368,misto,2,misto,True,0,214367,10,0,0.0
214367,misto,2,misto,True,0,214367,10,0,0.0
214527,misto,2,misto,True,0,214527,136,7,0.3828
214780,vero,0,vero,True,1,208970,497,83,12.5925
214669,vero,0,vero,True,0,214577,440,34,2.4461
214734,vero,0,vero,True,0,208970,497,83,12.5925
214843,vero,0,vero,True,0,208970,497,83,12.5925
214598,vero,0,vero,True,0,214598,3950,26,0.917
214774,vero,0,vero,True,0,208969,569,99,6.4931
214860,vero,0,vero,True,0,208984,703,81,13.1149
76253,misto,2,misto,True,0,75837,4113,190,11.2532
214724,vero,0,vero,True,0,208963,57,51,6.0933
214992,vero,0,vero,True,0,214925,3138,41,3.6416
1284253,vero,0,vero,True,0,14440,3148,304,27.1535
215086,misto,2,misto,True,0,215086,26865,394,21.9581
66521,vero,0,vero,True,1,66465,282,101,19.4019
70367,vero,0,vero,True,1,67998,983,37,3.8406
215247,vero,0,vero,True,0,214894,747,6,0.2738
215461,vero,0,vero,True,0,215461,169,25,3.4255
215630,vero,0,vero,False,0,208970,497,83,12.5925
214428,vero,0,vero,True,0,211829,140,57,4.2544
215744,perlopiù vero,1,vero,True,3,211829,140,57,4.2544
215724,vero,0,vero,True,0,208970,497,83,12.5925
215734,falso,4,falso,True,0,215734,48,0,0.0
215662,vero,0,vero,True,0,214124,103,12,0.8515
215708,vero,0,vero,True,0,208970,497,83,12.5925
215772,vero,0,vero,True,0,208984,703,81,13.1149
215727,vero,0,vero,True,0,211205,389,32,1.9943
215689,vero,0,vero,True,0,208948,72,23,3.8782
215785,vero,0,vero,True,0,215785,47,2,0.1475
215774,vero,0,vero,True,0,214749,303,35,2.7805
215795,vero,0,vero,True,0,211829,140,57,4.2544
215918,vero,0,vero,True,0,215918,664,19,2.5533
215877,vero,0,vero,False,1,211205,389,32,1.9943
216120,vero,0,vero,True,0,215098,10746,110,6.9947
215920,vero,0,vero,True,0,215918,664,19,2.5533
216066,vero,0,vero,True,1,215188,9408,1305,198.1455
215890,vero,0,vero,True,2,211205,389,32,1.9943
216083,vero,0,vero,True,0,215098,10746,110,6.9947
215842,falso,4,falso,True,0,208984,703,81,13.1149
216233,vero,0,vero,True,0,216233,534,22,4.3965
216673,falso,4,falso,True,0,216673,144,12,0.6337
216266,vero,0,vero,True,0,215098,10746,110,6.9947
216914,vero,0,vero,True,0,214915,527,21,1.6598
216839,vero,0,vero,True,1,214951,184496,1164,87.0073
1115653,vero,0,vero,True,0,84107,8435,437,43.8333
1115661,vero,0,vero,True,0,84107,8435,437,43.8333
216808,misto,2,misto,True,0,216778,110,1,0.0353
216854,vero,0,vero,True,0,216854,630,11,0.4796
217351,vero,0,vero,True,0,214921,1820,92,6.6089
217425,vero,0,vero,True,0,216902,1746,1,0.0353
217442,misto,2,misto,True,0,216810,343,9,0.6768
217413,vero,0,vero,True,0,217336,3901,222,23.9909
1115646,misto,2,misto,True,0,84107,8435,437,43.8333
217406,vero,0,vero,True,1,215066,10382,1317,195.9112
217419,misto,2,misto,True,2,214998,2661,136,14.6434
702334,vero,0,vero,True,2,788999,204,207,7.581
702340,perlopiù vero,1,vero,True,0,382412,704,48,6.2949
217465,vero,0,vero,True,2,214951,184496,1164,87.0073
217561,vero,0,vero,True,0,214921,1820,92,6.6089
217513,misto,2,misto,True,2,214951,184496,1164,87.0073
217588,vero,0,vero,True,0,214921,1820,92,6.6089
217557,vero,0,vero,True,0,214921,1820,92,6.6089
217908,vero,0,vero,True,0,209061,229,24,3.7548
217752,perlopiù vero,1,vero,True,0,214921,1820,92,6.6089
217762,vero,0,vero,True,0,215038,1513,13,0.55
217757,vero,0,vero,True,0,214921,1820,92,6.6089
218104,vero,0,vero,True,0,209231,79,8,0.854
218101,vero,0,vero,True,0,209061,229,24,3.7548
217956,vero,0,vero,True,0,209061,229,24,3.7548
217937,vero,0,vero,True,0,208948,72,23,3.8782
218017,vero,0,vero,True,0,208948,72,23,3.8782
218110,vero,0,vero,True,0,214921,1820,92,6.6089
218159,misto,2,misto,True,0,216158,136,7,0.3828
218190,vero,0,vero,True,0,218190,3950,26,0.917
218242,vero,0,vero,True,0,218242,311,3,0.1058
218504,falso,4,falso,True,0,214124,103,12,0.8515
218581,perlopiù vero,1,vero,True,0,218458,25,2,0.0853
216098,misto,2,misto,True,0,214921,1820,92,6.6089
218563,vero,0,vero,True,0,211829,140,57,4.2544
